City,Name,Price,Rating,Reviews_Count,Superhost,Guest_Favorite,Link
Athens,Panoramic Seafront Apartment- Flisvos Marina,74007,0.0,0,Yes,No,https://www.airbnb.com/rooms/1722607882521287380?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P3589R47G9iL2kTM&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Thissio Acropolis Retreat,110952,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1463057743816543810?search_mode=regular_search&adults=1&check_in=2026-07-22&check_out=2026-07-27&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P3QrXkzHrLr6u3bi&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Luxury 2BR Acropolis View • 1 Min Walk from Metro,61060,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1303069546077874772?search_mode=regular_search&adults=1&check_in=2026-07-21&check_out=2026-07-26&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P3-FYPwgqWqH4cm4&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Marble and Onyx Luxury Suite,33146,0.0,0,Yes,No,https://www.airbnb.com/rooms/1722467773820244631?search_mode=regular_search&adults=1&check_in=2026-08-03&check_out=2026-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P3wOstmfBTAoIK6H&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Exclusive Syntagma & Plaka 2BD Townhouse,59529,0.0,0,Yes,No,https://www.airbnb.com/rooms/1700805732025091730?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P3_YJNVykRT-uDFm&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Immaculate Modern Kypseli Apt | Next to Kanari Sq,22582,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1369551247349152821?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P30DLsQmIMWusbbj&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Bright & Luxurious 3BR Suite | Metro | By Museum,49132,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1670291270450862944?search_mode=regular_search&adults=1&check_in=2026-07-14&check_out=2026-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P37lM-zLx2RADTz4&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Stylish 2BR Apartment with Balcony in Exarcheia,27557,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1639106096903978041?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P3gPqCvXplIgnlUj&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Exquisite 2-Bedroom Retreat in the Heart of Athens,30966,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1461590382066513464?search_mode=regular_search&adults=1&check_in=2026-07-26&check_out=2026-07-31&children=0&infants=0&pets=0&source_impression_id=p3_1783383258_P3nuLxwsBWLqE5Zk&previous_page_section_name=1000&federated_search_id=7844e868-2daa-40f8-8c97-59735075ed6d
Athens,Stylish 2BR Apartment with Balcony in Exarcheia,27557,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1639106096903978041?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3TRftmp2LLuve8F&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Live & work as a Greek God!,14338,0.0,0,Yes,No,https://www.airbnb.com/rooms/1722580767366552234?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3VvyKdBe1kP7ow7&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Acropolis Amazing View for4 @ 1 km Acropolis Gate,33777,0.0,0,Yes,No,https://www.airbnb.com/rooms/851329171993661585?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3fsaYPPKu6qRd3e&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Exquisite 2-Bedroom Retreat in the Heart of Athens,30966,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1461590382066513464?search_mode=regular_search&adults=1&check_in=2026-07-26&check_out=2026-07-31&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3rt1m4GhpJWBHsz&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Luxury Apartment near Acropolis-Living Stone Gold,41530,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/804761393391267377?search_mode=regular_search&adults=1&check_in=2026-07-31&check_out=2026-08-05&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3EW4-NcISRuwHi8&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,"2BR ""The House of Knots"" In Athens Core",27999,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1424562466501072005?search_mode=regular_search&adults=1&check_in=2026-07-18&check_out=2026-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P30yi0T4W4ujqnOb&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,"Syntagma square, 60sqm Platinum suite",38148,0.0,0,Yes,No,https://www.airbnb.com/rooms/1683930937275509775?search_mode=regular_search&adults=1&check_in=2026-07-18&check_out=2026-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P32ii7cJX-8eos_0&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Casa L'on: Athenian Flat,61322,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1196928595938239400?search_mode=regular_search&adults=1&check_in=2026-10-12&check_out=2026-10-17&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3ijrRUJwHxOAOBy&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Prime Acropolis Views • 2 BR Bright Excellence •,53034,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1582825861422427745?search_mode=regular_search&adults=1&check_in=2026-07-20&check_out=2026-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3lax7D3qIOM-MVq&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Modern 2 BR 2 BA near Acropolis and Plaka,51285,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1557230268517580940?search_mode=regular_search&adults=1&check_in=2026-08-02&check_out=2026-08-07&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P33_jfRr4NMEFy7l&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Vitae Apartment by LobbySquare in Athens,50116,0.0,0,Yes,No,https://www.airbnb.com/rooms/1699916628111738704?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3M8n37YNeleLZEe&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Modern Stay With Acropolis View,51983,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1612958617355500084?search_mode=regular_search&adults=1&check_in=2026-10-13&check_out=2026-10-18&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3l27mBfDk5VyMY_&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Apt in Monastiraki with balcony and Acropolis view,75129,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1116030680689965199?search_mode=regular_search&adults=1&check_in=2026-08-14&check_out=2026-08-19&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3_w8MvDIEVQj5SQ&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Hive Executive 2BR Apartment,24315,0.0,0,Yes,No,https://www.airbnb.com/rooms/1629683464647798777?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3kK-xeflgR7Ye7K&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Koukaki Corner,29028,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1308032264588942732?search_mode=regular_search&adults=1&check_in=2026-07-26&check_out=2026-07-31&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3PaGbwLXRFNVhuV&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Beautiful Spacious Luxury Apartment Central Athens,42752,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/22510354?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3XCZCW8fQ7b4EH7&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,"Modern Cozy Gem, 2BR Historic Athens at Your Door!",61068,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1390676740091253715?search_mode=regular_search&adults=1&check_in=2026-08-20&check_out=2026-08-25&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3jKJVEORFwK_Bx9&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Syntagma Acropolis M4,57401,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1321660839149685774?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783383269_P3e9O23TEm-w0Qph&previous_page_section_name=1000&federated_search_id=e5b502ed-e9bd-4b77-a3cb-4d9ee178ce6f
Athens,Acropolis View Apartment Thissio. Private Terrace,91019,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1633415030794119053?search_mode=regular_search&adults=1&check_in=2026-08-01&check_out=2026-08-06&children=0&infants=0&pets=0&source_impression_id=p3_1783383275_P3zu6mqvW3j0aUJW&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Brand New 2BR & 2BA Central APT • 5’ Walk to Metro,34464,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1639827396326989212?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P39R_ZMBEB-oD0Lz&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Stay Designed in Athens,43040,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1582104417788023957?search_mode=regular_search&adults=1&check_in=2026-07-26&check_out=2026-07-31&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P30jn5Vg1hmkXePX&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Peony Seabreeze Near Airport And Port,127302,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/42740793?search_mode=regular_search&adults=1&check_in=2026-08-12&check_out=2026-08-17&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3xcuRTokWMQRWNl&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,"Deluxe Stylish 2 Bedroom Condo, Hip Central Athens",34356,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/22510011?search_mode=regular_search&adults=1&check_in=2026-07-23&check_out=2026-07-28&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3sbsYGyVIbQOkb7&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,"Melinta Stay | Near Airport, Rafina Port & Beach",41336,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/638274468580213130?search_mode=regular_search&adults=1&check_in=2026-08-18&check_out=2026-08-23&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3-XKobZuGapbWc_&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Navarino Athenian Nest,30216,0.0,0,Yes,No,https://www.airbnb.com/rooms/1551451617376547953?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3OOG0i-Sl2uN_At&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Stay Chic Athens,46952,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1381816688010713303?search_mode=regular_search&adults=1&check_in=2026-07-20&check_out=2026-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3YpgleIbxW8lY68&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,A42 Renov'25. 8' Acropolis Museum-Heart of Koukaki,57572,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1399055658207052986?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3iRA6_Ezc_MDiAY&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Monastiraki Living: 2BR Flat,42481,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1389776964352028644?search_mode=regular_search&adults=1&check_in=2026-07-17&check_out=2026-07-22&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3-tDEKRgS4PITqD&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Luxury designer apartment at Syntagma/Plaka 3,32979,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1582047109876688350?search_mode=regular_search&adults=1&check_in=2026-08-10&check_out=2026-08-15&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3a-uBZg1pgtPcxo&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Estia Kypseli Apartment,24010,0.0,0,Yes,No,https://www.airbnb.com/rooms/1721279889362732189?search_mode=regular_search&adults=1&check_in=2026-08-04&check_out=2026-08-09&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3LqExmISiS71Cfr&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,Brand New 2 bdrm Apt in Koukaki Athens,33197,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1441152716905434591?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3zwsDQbn10RM0c8&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Athens,2BR Luxurious Apt in Mets 20' From Acropolis,33358,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1512282874936268682?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783383276_P3bFOHhMQda9mDjd&previous_page_section_name=1000&federated_search_id=8359174c-a66a-428d-8455-59824b781110
Barcelona,2 Bedrooms Apartment,84796,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1110775765657684157?search_mode=regular_search&adults=1&check_in=2026-07-29&check_out=2026-08-03&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3X5xWEg7dl2OMxG&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,12mal1146 - Fantastic Apartment,65817,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1103565769428992702?search_mode=regular_search&adults=1&check_in=2026-08-30&check_out=2026-09-04&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P33VLdBGRZGxf_pN&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,4 beds Condo at Eixample,95065,0.0,0,Yes,No,https://www.airbnb.com/rooms/1722503654969719526?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3442VK1I7XnqeYT&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,P3MAL1076- Beautiful 2BR & 2BH newly refurbished,45368,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1103707033165583062?search_mode=regular_search&adults=1&check_in=2026-11-30&check_out=2026-12-05&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P35VXkEEuU-EWxjC&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Sweett | Bailen 504,94010,0.0,0,Yes,No,https://www.airbnb.com/rooms/1710038969206070925?search_mode=regular_search&adults=1&check_in=2026-07-27&check_out=2026-08-01&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3_O9HkizPf2P5W8&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,"3 bedrooms, bright, elegant, Sagrada Familia, AC",120452,0.0,0,Yes,No,https://www.airbnb.com/rooms/1684094795418458585?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3vD_qO430owjsVg&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Nordic-Designed Apartment near Sagrada Familia,98142,0.0,0,Yes,No,https://www.airbnb.com/rooms/30759793?search_mode=regular_search&adults=1&check_in=2026-07-29&check_out=2026-08-03&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3iVIwGtET33hhIk&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Passeig de Gràcia B - Habitat Apartments,93468,0.0,0,Yes,No,https://www.airbnb.com/rooms/1710312952242416543?search_mode=regular_search&adults=1&check_in=2026-08-06&check_out=2026-08-11&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3uRttTasiVfJlBM&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,"Cozy apartments Plaza España, 3 bedrooms",96632,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/846093318788581404?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3OsyYiJW8yZ6Dmz&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Apartment with a view of the Arc de Triomphe,94897,0.0,0,Yes,No,https://www.airbnb.com/rooms/1207748775116221902?search_mode=regular_search&adults=1&check_in=2026-08-19&check_out=2026-08-24&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3_GMJ1YHaGAiSm_&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,"Two-bedroom apartment, Paseo de Gracia",87130,0.0,0,Yes,No,https://www.airbnb.com/rooms/603278316867687150?search_mode=regular_search&adults=1&check_in=2026-07-24&check_out=2026-07-29&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3cDCMf4_64Zp72i&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Cozy 2-bedroom apartment with garden and pool,105944,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/898276757093957812?search_mode=regular_search&adults=1&check_in=2026-07-29&check_out=2026-08-03&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3hyMeIx4htqvkv9&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Luxury Penthouse with Terrace – City Center Oasis,159204,0.0,0,Yes,No,https://www.airbnb.com/rooms/1714405716077331742?search_mode=regular_search&adults=1&check_in=2026-07-15&check_out=2026-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3P03_UXEuRGlYJD&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Barcelona - Gracia Ground Floor,91629,0.0,0,Yes,No,https://www.airbnb.com/rooms/1510913293825013136?search_mode=regular_search&adults=1&check_in=2026-10-30&check_out=2026-11-04&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3FhqnduSA8H9hW0&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Heritage Building - Terrace 1,166584,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/48818432?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3vVrr0UjzwTPDTU&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Spacious & Trendy Apartment near Sagrada Familia,91872,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/30760852?search_mode=regular_search&adults=1&check_in=2026-08-11&check_out=2026-08-16&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3tkmDcvAKX7zd--&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,2 Bedroom Apartment 2 PAX,63408,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/1627760009939842495?search_mode=regular_search&adults=1&check_in=2026-08-21&check_out=2026-08-26&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3IhdyIhBQx0H-L6&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Sweet | Urgell 400,99494,0.0,0,Yes,No,https://www.airbnb.com/rooms/1262020321845460083?search_mode=regular_search&adults=1&check_in=2026-07-25&check_out=2026-07-30&children=0&infants=0&pets=0&source_impression_id=p3_1783383559_P3JaevxuYOcJywCJ&previous_page_section_name=1000&federated_search_id=34b701b2-af79-4b85-a974-f6d794b93146
Barcelona,Casilda’s Barcelona Beach Boutique,74397,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/41372652?search_mode=regular_search&adults=1&check_in=2026-08-07&check_out=2026-08-12&children=0&infants=0&pets=0&source_impression_id=p3_1783383569_P3wRFphy6fZgxX83&previous_page_section_name=1000&federated_search_id=732a882f-5ac6-47b0-9f82-be8d4d419bb6
Barcelona,In the heart of the Gracia neighborhood,53542,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/33816957?search_mode=regular_search&adults=1&check_in=2026-10-28&check_out=2026-11-02&children=0&infants=0&pets=0&source_impression_id=p3_1783383570_P3VEKQvvpw791Ewg&previous_page_section_name=1000&federated_search_id=732a882f-5ac6-47b0-9f82-be8d4d419bb6
Barcelona,Bright apartment with balcony near to Eixample,127455,0.0,0,Yes,Yes,https://www.airbnb.com/rooms/27643977?search_mode=regular_search&adults=1&check_in=2026-07-27&check_out=2026-08-01&children=0&infants=0&pets=0&source_impression_id=p3_1783383570_P37p8fHEfKADFEav&previous_page_section_name=1000&federated_search_id=732a882f-5ac6-47b0-9f82-be8d4d419bb6
